id_turma;codigo_turma;id_docente_interno;id_docente_externo;id_componente_curricular;nivel_ensino;ano;periodo;capacidade_aluno;tipo;qtd_aulas_lancadas;situacao_turma;modalidade_participantes
57583494;2;21709;;18723;TÉCNICO;2016;2;22;REGULAR;36;CONSOLIDADA;Presencial
57583495;3;21709;;18723;TÉCNICO;2016;2;22;REGULAR;36;CONSOLIDADA;Presencial
57583496;4;21709;;18723;TÉCNICO;2016;2;21;REGULAR;36;CONSOLIDADA;Presencial
57583497;1;23594;;18833;TÉCNICO;2016;2;7;REGULAR;34;CONSOLIDADA;Presencial
57583498;2;23594;;18833;TÉCNICO;2016;2;7;REGULAR;36;CONSOLIDADA;Presencial
57583499;3;23594;;18833;TÉCNICO;2016;2;7;REGULAR;36;CONSOLIDADA;Presencial
57583500;4;23594;;18833;TÉCNICO;2016;2;7;REGULAR;34;CONSOLIDADA;Presencial
57583501;1;5751599;;18821;TÉCNICO;2016;2;7;REGULAR;75;CONSOLIDADA;Presencial
57583507;1;35466;;2055508;TÉCNICO;2016;2;15;REGULAR;2;CONSOLIDADA;Presencial
57583508;1;5757631;;18711;TÉCNICO;2016;2;3;REGULAR;57;CONSOLIDADA;Presencial
57583509;1;5757631;;18713;TÉCNICO;2016;2;3;REGULAR;51;CONSOLIDADA;Presencial
57583510;38;15520;;18831;TÉCNICO;2016;2;10;REGULAR;0;CONSOLIDADA;Presencial
57583516;1;21705;;18832;TÉCNICO;2016;2;15;REGULAR;57;CONSOLIDADA;Presencial
57583517;2;5754083;;18832;TÉCNICO;2016;2;16;REGULAR;48;CONSOLIDADA;Presencial
57583518;3;15520;;18832;TÉCNICO;2016;2;10;REGULAR;0;CONSOLIDADA;Presencial
57583519;4;5757631;;18832;TÉCNICO;2016;2;10;REGULAR;57;CONSOLIDADA;Presencial
57583520;5;5756964;;18832;TÉCNICO;2016;2;10;REGULAR;57;CONSOLIDADA;Presencial
57583521;6;24200;;18832;TÉCNICO;2016;2;15;REGULAR;57;CONSOLIDADA;Presencial
57583522;7;5751559;;18832;TÉCNICO;2016;2;20;REGULAR;60;CONSOLIDADA;Presencial
57583523;8;5752936;;18832;TÉCNICO;2016;2;12;REGULAR;57;CONSOLIDADA;Presencial
57583524;9;23176;;18832;TÉCNICO;2016;2;10;REGULAR;0;CONSOLIDADA;Presencial
57583525;1;22880;;2055504;TÉCNICO;2016;2;6;REGULAR;68;CONSOLIDADA;Presencial
57583530;1;22880;;2055644;TÉCNICO;2016;2;7;REGULAR;95;CONSOLIDADA;Presencial
57583533;1;22880;;18822;TÉCNICO;2016;2;10;REGULAR;34;CONSOLIDADA;Presencial
57583534;2;22880;;18822;TÉCNICO;2016;2;10;REGULAR;;EXCLUÍDA;Presencial
57583577;1;5752179;;18818;TÉCNICO;2016;2;7;REGULAR;36;CONSOLIDADA;Presencial
57583578;1;5752179;;18721;TÉCNICO;2016;2;30;REGULAR;24;CONSOLIDADA;Presencial
57583649;33;5751599;;18799;TÉCNICO;2016;2;3;REGULAR;39;CONSOLIDADA;Presencial
57583650;39;5756964;;18831;TÉCNICO;2016;2;3;REGULAR;60;CONSOLIDADA;Presencial
